category,cost,cuisine,featured,location,names,rating,reviews,urls
Casual Dining,Rs. 650,"North Indian,Chinese,Mughlai,Biryani,Fast Food,Beverages",Trending This Week,Bhandup,"Foodway
                                    ","4.0,4.1",,https://www.zomato.com/mumbai/foodway-bhandup
Casual Dining,Rs. 450,"Chinese,North Indian",,Byculla,"Hotel Sigdi
                                    ","4.0,4.1",,https://www.zomato.com/mumbai/hotel-sigdi-byculla
Quick Bites,Rs. 250,"Healthy Food,Fast Food,Beverages",,Vasai,"Eggethon
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/eggethon-1-vasai
Casual Dining,Rs. 800,"Pizza,Italian,Fast Food,Desserts,Beverages","Gourmet Pizza,Best of Mumbai,
                                                                                        20% off on all orders above ₹200
                                        ","Andheri Lokhandwala, Andheri West","1441 Pizzeria
                                    ","4.7,3.5",,https://www.zomato.com/mumbai/1441-pizzeria-andheri-lokhandwala
Quick Bites,Rs. 400,"Fast Food,Sandwich,Pizza,Chinese,Mexican,Rolls,Italian",,Charni Road,"Say Cheese
                                    ","4.2,3.9",,https://www.zomato.com/mumbai/say-cheese-charni-road
Quick Bites,Rs. 300,"Rolls,Lebanese,Fast Food,Sandwich,Pizza","
                                                                                        10% off on all orders above ₹299
                                        ","Andheri Lokhandwala, Andheri West","Breadkraft
                                    ","4.3,3.8",,https://www.zomato.com/mumbai/breadkraft-andheri-lokhandwala
Casual Dining,Rs. 800,"North Indian,Mughlai,Seafood",,"Pali Hill, Bandra West","Pal's Fish Corner
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/pals-fish-corner-pali-hill-bandra-west
Casual Dining,"Rs. 1,000","North Indian,Mughlai,Chinese,Beverages",,"Oshiwara, Andheri West","Pratap The Dhaba
                                    ","4.3,3.8",,https://www.zomato.com/mumbai/pratap-the-dhaba-oshiwara
Quick Bites,Rs. 550,Chinese,,Fort,"Shaan Chinese Corner
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/shaan-chinese-corner-fort
Casual Dining,Rs. 700,"South Indian,North Indian,Chinese,Fast Food,Pizza,Sandwich,Beverages",,"Andheri Lokhandwala, Andheri West","Kalinga
                                    ","4.0,4.1",,https://www.zomato.com/mumbai/kalinga-andheri-lokhandwala
Casual Dining,Rs. 700,"Chinese,North Indian,Malwani,Mughlai,Seafood,Fast Food",,Mulund West,"Sandeep Restaurant & Bar
                                    ","4.2,4.0",,https://www.zomato.com/mumbai/sandeep-restaurant-bar-mulund-west
Quick Bites,Rs. 300,North Indian,"Legendary Outlets,Terrific Thalis",Fort,"Pancham Puriwala
                                    ","4.4,3.7",,https://www.zomato.com/mumbai/pancham-puriwala-fort
Quick Bites,Rs. 500,"American,Burger,Italian",Kickass Burgers,Airoli,"Bruciato Food Factory
                                    ","4.4,3.7",,https://www.zomato.com/mumbai/bruciato-food-factory-airoli-navi-mumbai
,Rs. 250,"Rolls,Kebab",,Mira Road,"Kusum Rolls
                                    ",4.1,"(9,241 Reviews)",https://www.zomato.com/mumbai/kusum-rolls-mira-road
Quick Bites,Rs. 450,"North Indian,South Indian,Fast Food,Desserts,Beverages",,Dahisar West,"Khaas-Parathas
                                    ","4.1,4.0",,https://www.zomato.com/mumbai/khaas-parathas-dahisar-west
Quick Bites,Rs. 400,"Pizza,Fast Food",,Dombivali East,"Domino's Pizza
                                    ","3.8,4.4",,https://www.zomato.com/mumbai/dominos-pizza-dombivali-east
Casual Dining,Rs. 600,"Asian,Chinese,Thai",,Santacruz West,"Fat Choy
                                    ","4.1,4.0",,https://www.zomato.com/mumbai/fat-choy-santacruz-west
Quick Bites,Rs. 350,"Fast Food,Street Food,Sandwich",,Borivali West,"Andawala
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/andawala-borivali-west
Quick Bites,Rs. 500,"Wraps,Pizza,Italian,Fast Food,Desserts,Beverages","Value For Money,Irresistible Food","Manpada, Thane West","Twisties
                                    ","4.3,3.9",,https://www.zomato.com/mumbai/twisties-manpada-thane-west
Casual Dining,Rs. 500,"North Indian,Chinese,Mughlai,Kebab,Desserts",Just Delivery,Marol,"New Ajwa Family Restaurant
                                    ","4.1,4.0",,https://www.zomato.com/mumbai/new-ajwa-family-restaurant-marol
Café,"Rs. 1,000","Fast Food,Italian,Continental,Cafe,Bakery,Beverages,Desserts,Rolls",,Kharghar,"Hugs & Mugs
                                    ","4.2,4.0",,https://www.zomato.com/mumbai/hugs-mugs-kharghar-navi-mumbai
"Bar,Casual Dining","Rs. 1,500","Asian,North Indian,Continental","Artisan Cocktails,Where's The Party?",Dadar East,"MRP - My Regular Place
                                    ",4.1,"(3,146 Reviews)",https://www.zomato.com/mumbai/mrp-my-regular-place-dadar-east
Casual Dining,Rs. 500,"Chinese,North Indian","
                                                                                        15% off on all orders above ₹400
                                        ",Mahim,"Lucky Dragon
                                    ","4.1,4.1",,https://www.zomato.com/mumbai/lucky-dragon-mahim
Casual Dining,"Rs. 1,500","Chinese,Japanese,Thai,Asian,Sushi",Pan-Asian Delicacies,Colaba,"Kuai Kitchen
                                    ","4.3,3.9",,https://www.zomato.com/mumbai/kuai-kitchen-colaba
"Beverage Shop,Quick Bites",Rs. 600,"Juices,Desserts,Fast Food",,Mahalaxmi,"Haji Ali Juice Center
                                    ",4.1,"(1,590 Reviews)",https://www.zomato.com/mumbai/haji-ali-juice-center-mahalaxmi
Casual Dining,"Rs. 1,000","Continental,North Indian,Chinese,Thai,Ice Cream,Beverages,South Indian,Seafood","
                                                                                        10% off on all orders
                                        ",Borivali West,"Silver Coin
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/silver-coin-borivali-west
Casual Dining,Rs. 900,"North Indian,Chinese,Seafood,South Indian",,Mahim,"Ab's
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/abs-mahim
Quick Bites,Rs. 700,"Pizza,Chinese,Healthy Food",,Charni Road,"Mama Mia!
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/mama-mia-charni-road
Quick Bites,Rs. 300,"Sandwich,Fast Food,Beverages",,Nerul,"Gupta Sandwich & Snacks Corner
                                    ","3.9,4.2",,https://www.zomato.com/mumbai/gupta-sandwich-snacks-corner-nerul-navi-mumbai
Quick Bites,Rs. 500,"North Indian,Chinese,Biryani,Mughlai",,Malad West,"Cafe Heaven
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/cafe-heaven-malad-west
Quick Bites,Rs. 300,"Lebanese,North Indian",,Kandivali West,"Al Shawarma
                                    ","4.0,4.1",,https://www.zomato.com/mumbai/al-shawarma-kandivali-west
Casual Dining,Rs. 700,"Chinese,Thai",,Mulund East,"Kampa
                                    ","4.0,4.1",,https://www.zomato.com/mumbai/kampa-mulund-east
"Casual Dining,Bar","Rs. 1,500","Parsi,Modern Indian,Beverages,Desserts",Irani Cafés,Bandra Kurla Complex,"SodaBottleOpenerWala
                                    ","4.3,3.9",,https://www.zomato.com/mumbai/sodabottleopenerwala-bandra-kurla-complex
Fine Dining,"Rs. 2,000","Italian,American,Salad,Fast Food,Continental,Beverages,Desserts",,Juhu,"Fable
                                    ","4.3,3.9",,https://www.zomato.com/mumbai/fable-juhu
Casual Dining,Rs. 700,"South Indian,North Indian,Chinese,Sandwich,Biryani,Fast Food,Beverages,Desserts","
                                                                                        10% off on all orders above ₹99
                                        ",Dahisar East,"Ravindra Restaurant
                                    ","4.1,4.1",,https://www.zomato.com/mumbai/ravindra-restaurant-dahisar-east
Casual Dining,Rs. 800,"Chinese,Italian,Continental,North Indian",,Nalasopara,"Farmhouse Funfiesta
                                    ","4.1,4.1",,https://www.zomato.com/mumbai/farmhouse-funfiesta-nalasopara
"Dessert Parlor,Bakery",Rs. 300,"Desserts,Bakery,Fast Food",,Veera Desai Area,"Happy Birthday Cakes & Coffee
                                    ","4.1,4.0",,https://www.zomato.com/mumbai/happy-birthday-cakes-coffee-veera-desai-area
"Casual Dining,Bar","Rs. 1,000","North Indian,Chinese,Seafood,Fast Food",,Vasai,"Farmhouse Global Cuisine Restaurant
                                    ","4.3,3.8",,https://www.zomato.com/mumbai/farmhouse-global-cuisine-restaurant-vasai
Casual Dining,"Rs. 1,000","North Indian,Chinese,Fast Food",,Bhayandar,"Zaika Restaurant & Party Hall
                                    ","4.3,3.9",,https://www.zomato.com/zaikabhayander
"Dessert Parlor,Quick Bites",Rs. 300,"Desserts,Ice Cream,Fast Food,Italian,Pizza,Burger","Sweet Tooth,
                                                                                        20% off on your first order
                                        ","Oshiwara, Andheri West","Icekraft
                                    ","4.4,3.8",,https://www.zomato.com/mumbai/icekraft-oshiwara
Casual Dining,"Rs. 1,200","Chinese,North Indian,Mughlai",,"Hotel Royal Inn, Khar","Sheetal Bukhara
                                    ",4.1,(627 Reviews),https://www.zomato.com/mumbai/sheetal-bukhara-khar
,Rs. 300,"Bakery,Desserts",,Vashi,"Ani's bakehouse
                                    ",4.1,(169 Reviews),https://www.zomato.com/mumbai/anis-bakehouse-vashi-navi-mumbai
Dessert Parlor,Rs. 300,"Ice Cream,Desserts,Juices,Beverages",,Mahakali,"Ice Cream Factory & Shahi Durbar
                                    ","4.2,3.9",,https://www.zomato.com/mumbai/ice-cream-factory-shahi-durbar-mahakali
Café,Rs. 800,"Cafe,Fast Food,Desserts",,Borivali West,"The Chocolate Heaven
                                    ","4.2,3.9",,https://www.zomato.com/mumbai/the-chocolate-heaven-borivali-west
Bakery,Rs. 400,"Bakery,Desserts",,Borivali West,"Hangout Cakes & More
                                    ",4.1,(422 Reviews),https://www.zomato.com/mumbai/hangout-cakes-more-borivali-west
Casual Dining,"Rs. 1,200","Mughlai,North Indian,Chinese",,Chembur,"Stars Parade
                                    ","4.0,4.1",,https://www.zomato.com/mumbai/stars-parade-chembur
"Quick Bites,Beverage Shop",Rs. 500,"Sandwich,Pizza,Fast Food,Beverages,American",,"Naupada, Thane West","Preeti Sandwich & Juice Centre
                                    ","3.8,4.3",,https://www.zomato.com/mumbai/preeti-sandwich-juice-centre-naupada-thane-west-thane
Café,Rs. 650,"Cafe,Beverages","Great Coffee,
                                                                                        ₹50 off on all orders above ₹650
                                        ","Carter Road, Bandra West","Boojee Cafe
                                    ","4.1,4.1",,https://www.zomato.com/mumbai/boojee-cafe-carter-road-bandra-west
Casual Dining,Rs. 900,"North Indian,Chinese,Mughlai,Kebab,Biryani",,Chembur,"Kings Snack Bar
                                    ","4.3,3.8",,https://www.zomato.com/mumbai/kings-snack-bar-chembur
Quick Bites,Rs. 300,"Fast Food,Rolls,Beverages","
                                                                                        10% off on all orders
                                        ","Carter Road, Bandra West","Carter's Quickeats
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/carters-quickeats-carter-road-bandra-west
Casual Dining,Rs. 500,"Mughlai,Chinese,Fast Food",,Mumbai CST Area,"Gulshan-e-Iran
                                    ","4.2,4.0",,https://www.zomato.com/mumbai/gulshan-e-iran-cst
Quick Bites,Rs. 600,"Pizza,Italian,Fast Food,Beverages",,Sakinaka,"Cheelizza - India Ka Pizza
                                    ","4.2,4.0",,https://www.zomato.com/cheelizza
Café,Rs. 600,"Cafe,Fast Food,Bakery","
                                                                                        20% off on all orders above ₹249 from 12:30 am to 11:30 pm
                                        ",Bandra Kurla Complex,"Elementaria Bakery Cafe
                                    ","4.1,4.0",,https://www.zomato.com/mumbai/elementaria-bakery-cafe-bandra-kurla-complex
Casual Dining,Rs. 750,"Chinese,North Indian,Fast Food,South Indian,Beverages",,"Tunga International, Mahakali","Vihara- The International By Tunga
                                    ","4.3,3.9",,https://www.zomato.com/mumbai/vihara-the-international-by-tunga-mahakali
Dessert Parlor,Rs. 600,"Desserts,Beverages",,Mira Road,"The Wafflemeister
                                    ","4.0,4.1",,https://www.zomato.com/mumbai/the-wafflemeister-1-mira-road
Casual Dining,"Rs. 2,000","North Indian,Asian,Chinese",,Cuffe Parade,"Flamboyante
                                    ","4.2,3.9",,https://www.zomato.com/mumbai/flamboyante-cuffe-parade
"Bakery,Dessert Parlor",Rs. 350,"Bakery,Desserts",,Nerul,"Cake Factory
                                    ",4.1,(276 Reviews),https://www.zomato.com/mumbai/cake-factory-nerul-navi-mumbai
Casual Dining,"Rs. 1,800","Mexican,Italian,Pizza,Lebanese","Gourmet Pizza,European & Mediterranean",Juhu,"Little Italy
                                    ","4.2,4.0",,https://www.zomato.com/mumbai/little-italy-juhu
Quick Bites,Rs. 400,"Fast Food,Chinese,South Indian,Beverages",,Malad West,"Akkad Bakkad Bombay Boo - AB3
                                    ","3.9,4.3",,https://www.zomato.com/mumbai/akkad-bakkad-bombay-boo-ab3-malad-west
Casual Dining,Rs. 700,"Chinese,Thai",,Borivali West,"Chopsticks
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/chopsticks-borivali-west
Quick Bites,Rs. 100,Street Food,,Goregaon East,"Me Marathi
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/me-marathi-goregaon-east
Casual Dining,"Rs. 1,600","Chinese,Continental,Mughlai,North Indian,Italian,Beverages",,Malad West,"Silver Oaks
                                    ","4.0,4.2",,https://www.zomato.com/mumbai/silver-oaks-malad-west
Quick Bites,Rs. 600,"Fast Food,South Indian,North Indian,Pizza,Sandwich,Street Food,Desserts,Beverages",,Vile Parle West,"Amar Juice Centre
                                    ","4.3,3.9",,https://www.zomato.com/mumbai/amar-juice-centre-vile-parle-west
Café,"Rs. 1,100","Healthy Food,Salad,Continental,Italian,Desserts,Cafe","Healthy Eats,Great Breakfasts,All-Day Dining","Oshiwara, Andheri West","Green Village Cafe
                                    ","4.2,3.9",,https://www.zomato.com/mumbai/green-village-cafe-1-oshiwara
,Rs. 500,"Fast Food,Burger",,"Hill Road, Bandra West","Fried Chicken Cuisine
                                    ",4.1,(703 Reviews),https://www.zomato.com/mumbai/fried-chicken-cuisine-2-hill-road-bandra-west
Quick Bites,Rs. 150,Street Food,,Kalyan,"Little Bite Dabeli
                                    ","3.8,4.3",,https://www.zomato.com/mumbai/little-bite-dabeli-kalyan-thane
"Casual Dining,Bar","Rs. 2,000","Italian,Continental",European & Mediterranean,Powai,"Mia Cucina
                                    ","4.4,3.8",,https://www.zomato.com/mumbai/mia-cucina-powai
Casual Dining,Rs. 500,"Mexican,Beverages,Desserts",,Chowpatty,"NewYork Burrito Company
                                    ","4.2,4.0",,https://www.zomato.com/mumbai/newyork-burrito-company-chowpatty
Quick Bites,Rs. 400,"Fast Food,Italian,American,Sandwich,Burger",,Vasai,"Pic A Bite
                                    ","4.1,4.1",,https://www.zomato.com/mumbai/pic-a-bite-vasai
"Casual Dining,Bar","Rs. 1,700","Continental,Asian,North Indian",For The Family,Mulund West,"The Food Studio - Kitchen & Bar
                                    ","4.2,3.9",,https://www.zomato.com/mumbai/the-food-studio-kitchen-bar-mulund-west
Bakery,Rs. 400,"Bakery,Desserts",,Mahim,"Cakes & More
                                    ",4.1,(80 Reviews),https://www.zomato.com/mumbai/cakes-more-mahim
Casual Dining,Rs. 700,"Chinese,South Indian,North Indian,Fast Food","
                                                                                        10% off on your first order
                                        ",Sakinaka,"Sudarshan Veg Restaurant
                                    ","3.9,4.2",,https://www.zomato.com/mumbai/sudarshan-veg-restaurant-sakinaka
