location,names
"https://www.google.com/maps/dir/?api=1&destination=19.1451282879,72.8297957405",O' Tenga
"https://www.google.com/maps/dir/?api=1&destination=19.0319743483,73.0216927081",Baker's Treat
"https://www.google.com/maps/dir/?api=1&destination=18.9430549989,72.8279369697",Dark Temptations
"https://www.google.com/maps/dir/?api=1&destination=19.0593718000,72.8651976000",Butterfly High
"https://www.google.com/maps/dir/?api=1&destination=19.1367660266,72.8294118494",The Burger Brasserie
"https://www.google.com/maps/dir/?api=1&destination=19.1935888099,72.9666085169",Family Tree
"https://www.google.com/maps/dir/?api=1&destination=19.1157623754,72.9087680206",Mad Over Donuts
"https://www.google.com/maps/dir/?api=1&destination=18.9303031917,72.8263209388",Relish - International Veg Cuisine
"https://www.google.com/maps/dir/?api=1&destination=19.0818780457,73.0050968751",Taste Of Punjab
"https://www.google.com/maps/dir/?api=1&destination=19.0660440000,72.8332790000",Effingut
"https://www.google.com/maps/dir/?api=1&destination=18.9667785057,72.8287858889",Sarvi
"https://www.google.com/maps/dir/?api=1&destination=19.0530428197,72.8977334127",Grandmama's Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.2094342551,72.9621801898",India Bistro
"https://www.google.com/maps/dir/?api=1&destination=19.0560559595,72.8244423866",Frisbees
"https://www.google.com/maps/dir/?api=1&destination=19.0676050821,72.8692557290",Pondichery Cafe - Sofitel
"https://www.google.com/maps/dir/?api=1&destination=19.1114989792,72.8675857186",The Peshwa Pavilion - ITC Maratha
"https://www.google.com/maps/dir/?api=1&destination=19.1116028885,72.8884083778",Thepla House by Tejal's Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.0013384193,72.8292549402",Maharaja Bhog
"https://www.google.com/maps/dir/?api=1&destination=19.2026136000,73.1874393000",Foodies Family
"https://www.google.com/maps/dir/?api=1&destination=19.0619309176,72.8295201436",Pali Bhavan
"https://www.google.com/maps/dir/?api=1&destination=19.0464275374,72.9083294794",Sweet Passions
"https://www.google.com/maps/dir/?api=1&destination=18.9966494989,72.8267648443",Shree Sunders
"https://www.google.com/maps/dir/?api=1&destination=19.0771430000,72.8311450000",Tamak
"https://www.google.com/maps/dir/?api=1&destination=19.0548821000,72.8266934000",House of Mandarin
"https://www.google.com/maps/dir/?api=1&destination=19.1036745470,72.8269291297",Mahesh Lunch Home
"https://www.google.com/maps/dir/?api=1&destination=19.1169281534,72.8891399503",Gurukripa
"https://www.google.com/maps/dir/?api=1&destination=19.1637213268,72.8435735777",Thakur Fast Food Corner
"https://www.google.com/maps/dir/?api=1&destination=19.0640667534,72.8961076587",Hotel Sunny
"https://www.google.com/maps/dir/?api=1&destination=19.1449477505,72.9347297921",Scoop Gelateria
"https://www.google.com/maps/dir/?api=1&destination=18.9282988400,72.8328732401",Ayub's
"https://www.google.com/maps/dir/?api=1&destination=19.0745070000,72.8230120000",Good Flippin' Burgers
"https://www.google.com/maps/dir/?api=1&destination=19.1154817004,72.8605264798",Hotel Sai Palace
"https://www.google.com/maps/dir/?api=1&destination=18.9199764005,72.8301756084",Cafe Churchill
"https://www.google.com/maps/dir/?api=1&destination=19.0619372554,72.8346200287",Chocolateria San Churro
"https://www.google.com/maps/dir/?api=1&destination=19.1814385993,72.8361086547",The Red Turtle - Pan Asian Bistro
"https://www.google.com/maps/dir/?api=1&destination=19.2034423000,72.9689698000",Lord Of Bar- B-Que
"https://www.google.com/maps/dir/?api=1&destination=19.1513582947,72.8322583437",LSD - Love Sugar & Dough
"https://www.google.com/maps/dir/?api=1&destination=19.0685278364,72.8401819244",Maiz Mexican Kitchen
"https://www.google.com/maps/dir/?api=1&destination=18.9899755403,72.8254200518",Masque
"https://www.google.com/maps/dir/?api=1&destination=19.2314611455,72.8524138033",Bunty Juice Corner
"https://www.google.com/maps/dir/?api=1&destination=19.0708800127,72.8233648092",Guilt Trip
"https://www.google.com/maps/dir/?api=1&destination=18.9945717618,72.8236792982",Luna
"https://www.google.com/maps/dir/?api=1&destination=19.1004338477,72.8396189958",Khasiyat The Paratha House
"https://www.google.com/maps/dir/?api=1&destination=19.2091866000,73.1611042000",Diet With Delight
"https://www.google.com/maps/dir/?api=1&destination=19.0609420000,72.8369370000",The Daily Bar & Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.0635530779,72.8347504511",Khow Chow
"https://www.google.com/maps/dir/?api=1&destination=18.9982076262,72.8388904408",Hornbys Pavilion - ITC Grand Central
"https://www.google.com/maps/dir/?api=1&destination=19.3760387000,72.8297927000",Revitilizing Life
"https://www.google.com/maps/dir/?api=1&destination=19.1393557408,72.8314701095",Hit & Run
"https://www.google.com/maps/dir/?api=1&destination=19.1673477797,72.9443361238",Bonnie's Bakery
"https://www.google.com/maps/dir/?api=1&destination=19.1775556373,72.8367825598",Flag's II
"https://www.google.com/maps/dir/?api=1&destination=19.2098154515,72.8731553257",Flour Fire
"https://www.google.com/maps/dir/?api=1&destination=18.9630652220,72.8165758029",Milliways Broth Noodle & Bao
"https://www.google.com/maps/dir/?api=1&destination=19.0617065581,72.8300002590",The Vanilla Bean
"https://www.google.com/maps/dir/?api=1&destination=19.1606952630,72.9454398528",Frozen Bottle
"https://www.google.com/maps/dir/?api=1&destination=19.2587080000,72.8600520000",The White Creme
"https://www.google.com/maps/dir/?api=1&destination=19.2208419037,73.0916735530",The Belgian Waffle Co.
"https://www.google.com/maps/dir/?api=1&destination=19.1893141254,72.9689809307",Candy Kisses
"https://www.google.com/maps/dir/?api=1&destination=18.9145192229,72.8211868554","The Konkan Cafe - President, Mumbai - IHCL SeleQtions"
"https://www.google.com/maps/dir/?api=1&destination=19.1002972991,72.8448570147",Heerson
"https://www.google.com/maps/dir/?api=1&destination=19.1792642229,72.8483662324",Enrich Kulfi
"https://www.google.com/maps/dir/?api=1&destination=19.0291018162,73.0230867863",Yoobee  Cakes
"https://www.google.com/maps/dir/?api=1&destination=19.2540874259,73.1417617947",Ribbons & Balloons
"https://www.google.com/maps/dir/?api=1&destination=18.9199990000,72.8307510000",Garage Inc. Public House
"https://www.google.com/maps/dir/?api=1&destination=19.0338605002,73.0672087893",Chi Na Chi Ni
"https://www.google.com/maps/dir/?api=1&destination=19.1236760000,72.8265130000",The Serial Griller
"https://www.google.com/maps/dir/?api=1&destination=19.1359548321,72.8331954405",Rikē - Terrace Bar & Grill
"https://www.google.com/maps/dir/?api=1&destination=19.0012551000,72.8253451000",Take-Away-Express
"https://www.google.com/maps/dir/?api=1&destination=19.0874328600,72.8886642500",Cafe Delhi Heights
"https://www.google.com/maps/dir/?api=1&destination=19.0890622260,73.0048745871",TIB - The Ice-cream Bakery
"https://www.google.com/maps/dir/?api=1&destination=18.9284691474,72.8323126584",Kala Ghoda Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.0606213262,72.8442016605",Olea
"https://www.google.com/maps/dir/?api=1&destination=19.0606675760,72.9034703035",One By Two
"https://www.google.com/maps/dir/?api=1&destination=19.2162332109,72.8355740330",Tushti
"https://www.google.com/maps/dir/?api=1&destination=19.1317777983,72.8352989629",Agent Jack's Bar
"https://www.google.com/maps/dir/?api=1&destination=19.1403870540,72.8260550648",Leo's Boulangerie
"https://www.google.com/maps/dir/?api=1&destination=18.9296067456,72.8319213912",Oh Dough
"https://www.google.com/maps/dir/?api=1&destination=19.0505490471,72.8268952668",Country Of Origin
"https://www.google.com/maps/dir/?api=1&destination=19.1741219485,72.8597154468",Seasonal Tastes - The Westin Mumbai Garden City
"https://www.google.com/maps/dir/?api=1&destination=18.9540592697,72.8166136891",Cake Bites
"https://www.google.com/maps/dir/?api=1&destination=19.2046110000,72.9773890000",Captain Momos
"https://www.google.com/maps/dir/?api=1&destination=19.0572966295,73.0038141087",91 Rosewood Villa
"https://www.google.com/maps/dir/?api=1&destination=19.1792498132,72.8364640474",Chasing Flavours
"https://www.google.com/maps/dir/?api=1&destination=19.1295332364,72.8153158352",Sancha Ice Creams
"https://www.google.com/maps/dir/?api=1&destination=19.2290400000,72.8441300000",Tandoor Tadka Shawarma
"https://www.google.com/maps/dir/?api=1&destination=19.0227483453,72.8495414928",Mani's Lunch Home
"https://www.google.com/maps/dir/?api=1&destination=19.3789468895,72.8289833665",Jagdamba Bhelpuri & Sandwich House
"https://www.google.com/maps/dir/?api=1&destination=19.0698568217,72.8379989415",The Bawa Kitchen
"https://www.google.com/maps/dir/?api=1&destination=18.9331501543,72.8335558623",Yazdani Bakery & Restaurant
"https://www.google.com/maps/dir/?api=1&destination=18.9145043158,72.8212022781",Mama Z's
"https://www.google.com/maps/dir/?api=1&destination=19.0390335999,72.8427058831",And Chillies
"https://www.google.com/maps/dir/?api=1&destination=19.1611000081,72.9916650429",Pincuk
"https://www.google.com/maps/dir/?api=1&destination=19.0999000000,72.8750890000",The Beer Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.0329885815,72.8422230855",Fresh Catch
"https://www.google.com/maps/dir/?api=1&destination=19.2123248670,72.8731905296",Sweet Bengal
"https://www.google.com/maps/dir/?api=1&destination=18.9600798860,72.8304880857",Taj Icecream
"https://www.google.com/maps/dir/?api=1&destination=19.1180723818,72.9036091268",Chilli Oyster
"https://www.google.com/maps/dir/?api=1&destination=19.1231772804,73.0007054283",Fruitiffin
"https://www.google.com/maps/dir/?api=1&destination=19.3703669105,72.8199540451",Brownie Point
"https://www.google.com/maps/dir/?api=1&destination=19.0680512496,73.0104663223",Shikara
"https://www.google.com/maps/dir/?api=1&destination=18.9627107260,72.8135589883",Brijwasi Sweets
"https://www.google.com/maps/dir/?api=1&destination=19.1890785396,72.8345476091",Waffles By Di Bella
"https://www.google.com/maps/dir/?api=1&destination=19.2092040000,72.8672940000",Ganesh Snack & Juice Corner
"https://www.google.com/maps/dir/?api=1&destination=19.1304828869,72.8364053741",Atul Dairy
"https://www.google.com/maps/dir/?api=1&destination=19.0611139689,72.8676195815",Boteco - Restaurante Brasileiro
"https://www.google.com/maps/dir/?api=1&destination=19.1088945723,72.8254408389",Yeda Republic
"https://www.google.com/maps/dir/?api=1&destination=18.9333010000,72.8262620000",Mockingbird Cafe Bar
"https://www.google.com/maps/dir/?api=1&destination=19.1290945202,72.8157587349",Pabrai's Fresh and Naturelle Ice Creams
"https://www.google.com/maps/dir/?api=1&destination=18.9946110723,72.8237195313",Indigo Delicatessen
"https://www.google.com/maps/dir/?api=1&destination=19.1431850000,72.8245640000",Suraj Lama Momos
"https://www.google.com/maps/dir/?api=1&destination=19.1922370000,72.8347710000",Slay Coffee
"https://www.google.com/maps/dir/?api=1&destination=19.1769973471,72.8366471082",Squisito
"https://www.google.com/maps/dir/?api=1&destination=19.2489625281,72.8592755646",The Little Cart
"https://www.google.com/maps/dir/?api=1&destination=19.4213644404,72.8114219382",Le Gateau
"https://www.google.com/maps/dir/?api=1&destination=19.1018329099,72.8452569991",Jagdish Chaurasia Pan Bhandar
"https://www.google.com/maps/dir/?api=1&destination=19.0628866600,72.8292328119",Bombay Bizare Baker
"https://www.google.com/maps/dir/?api=1&destination=19.1287878933,72.8689157590",Viaan
"https://www.google.com/maps/dir/?api=1&destination=19.1111650000,72.8909440000",Biryani Hut & Kebab Shop
"https://www.google.com/maps/dir/?api=1&destination=19.0207714138,73.0191204697",99 Pancakes
"https://www.google.com/maps/dir/?api=1&destination=19.1003353172,72.8425033763",Hari Om Juice & Milk Shake Centre
"https://www.google.com/maps/dir/?api=1&destination=19.1171942537,72.8800831363",Occasions
"https://www.google.com/maps/dir/?api=1&destination=19.0948061142,72.8542796150",Namak - Sahara Star
"https://www.google.com/maps/dir/?api=1&destination=19.0551816000,72.8283715000",Oheka
"https://www.google.com/maps/dir/?api=1&destination=19.2057630000,72.8651350000",Detox Cold Pressed Juice Bar
"https://www.google.com/maps/dir/?api=1&destination=19.1377930000,72.8117440000",Aapke Prathe
"https://www.google.com/maps/dir/?api=1&destination=19.0441697750,72.8920028731",Sindulgence
"https://www.google.com/maps/dir/?api=1&destination=19.1082490000,72.8653450000",Cooked - Home Food Soul Food
"https://www.google.com/maps/dir/?api=1&destination=19.2876486823,72.8701053187",Rasile Amritsari Bite
"https://www.google.com/maps/dir/?api=1&destination=19.1279030000,72.9191580000",Khas-am-Khas Biryani
"https://www.google.com/maps/dir/?api=1&destination=19.1178664720,72.9110867903",Tiara Restaurant & Bar - Meluha The Fern
"https://www.google.com/maps/dir/?api=1&destination=19.0442052707,72.8193391487",House of Nomad - Taj Lands End
"https://www.google.com/maps/dir/?api=1&destination=18.9312431990,72.8315844387",Food For Thought
"https://www.google.com/maps/dir/?api=1&destination=19.1271622542,72.8352171555",Road House Bluez
"https://www.google.com/maps/dir/?api=1&destination=19.0619315513,72.8295198083",Leavessence
"https://www.google.com/maps/dir/?api=1&destination=19.0977820599,72.8487086669",Baskin Robbins
"https://www.google.com/maps/dir/?api=1&destination=19.0585027484,72.9006231576",Exquisite
"https://www.google.com/maps/dir/?api=1&destination=18.9945360000,72.8248130000",Goodness To Go by Smoke House Deli 
"https://www.google.com/maps/dir/?api=1&destination=19.0598584333,72.8238372132",Vibe
"https://www.google.com/maps/dir/?api=1&destination=19.1245989577,72.8516131639",Chaurasia Paan House
"https://www.google.com/maps/dir/?api=1&destination=19.1959173581,72.8262699768",Auromirra Patisserie
"https://www.google.com/maps/dir/?api=1&destination=19.1501522000,72.8329773000",The Red Wok
"https://www.google.com/maps/dir/?api=1&destination=19.1124186377,72.8668849915",Street Wok
"https://www.google.com/maps/dir/?api=1&destination=19.0805108172,72.9043048248",Jay Maa Shitala Juice Center
"https://www.google.com/maps/dir/?api=1&destination=19.1917691000,72.8400324000",Instawich
"https://www.google.com/maps/dir/?api=1&destination=19.2835590000,72.9548610000",Mumbai Pakwaan
"https://www.google.com/maps/dir/?api=1&destination=19.2132230000,72.8674190000",Mystery Box
"https://www.google.com/maps/dir/?api=1&destination=19.0186055422,73.0155514553",Chetak Sweet Point
"https://www.google.com/maps/dir/?api=1&destination=19.0818812142,72.8576176241",Rivea - Taj Santacruz
"https://www.google.com/maps/dir/?api=1&destination=19.0812126520,72.8528023884",Foodeementals
"https://www.google.com/maps/dir/?api=1&destination=19.2355587281,73.1606046483",Jai Mata Di Butter Papdi Corner
"https://www.google.com/maps/dir/?api=1&destination=19.1491418709,72.9319309071",Mariyam’s Cakery
"https://www.google.com/maps/dir/?api=1&destination=19.0591729867,72.8900770471",Gezond
"https://www.google.com/maps/dir/?api=1&destination=19.1299443933,72.8370256349",Harsh Chocolates
"https://www.google.com/maps/dir/?api=1&destination=19.1975543514,72.9683040082",Popcorn Bar
"https://www.google.com/maps/dir/?api=1&destination=18.9979102675,72.8247796744",Mini Malvan
"https://www.google.com/maps/dir/?api=1&destination=19.0326880000,73.0679390000",Hashtag 99 the Shawarma Specialist
"https://www.google.com/maps/dir/?api=1&destination=19.2597486519,72.9661803693",Maheshwari Tiffin Service
"https://www.google.com/maps/dir/?api=1&destination=19.2564913977,72.9709087685",KetoBuzz
"https://www.google.com/maps/dir/?api=1&destination=19.2274913567,72.9704397172",Pikaboos
"https://www.google.com/maps/dir/?api=1&destination=19.1108910000,72.8624880000",Mumma's Rolls & More
"https://www.google.com/maps/dir/?api=1&destination=19.1462067579,72.9364266247",Sugar Sins
"https://www.google.com/maps/dir/?api=1&destination=19.1793527299,72.8376794234",Swiss Waffle
"https://www.google.com/maps/dir/?api=1&destination=19.1970322251,72.9916717485",Aaichi Rasoi
"https://www.google.com/maps/dir/?api=1&destination=19.0614793464,72.8327696398",Goodie Bag Co.
"https://www.google.com/maps/dir/?api=1&destination=19.2687490480,72.9662118853",Qutuba Irani Chai Hotel
"https://www.google.com/maps/dir/?api=1&destination=19.0776562359,72.8631071001",Flavia's Confectionery
"https://www.google.com/maps/dir/?api=1&destination=19.1286301449,72.8193381429",Paratha Box
"https://www.google.com/maps/dir/?api=1&destination=19.0778165678,72.8287798539",Swadish
"https://www.google.com/maps/dir/?api=1&destination=19.2572180000,72.8639850000",The Taste Of Mangalore
"https://www.google.com/maps/dir/?api=1&destination=19.2531856505,72.9726424813",Pikaboos
"https://www.google.com/maps/dir/?api=1&destination=19.1363912000,72.8232643000",Bhookemon
"https://www.google.com/maps/dir/?api=1&destination=19.1221578971,72.8277874365",Bite Fresh
"https://www.google.com/maps/dir/?api=1&destination=19.0390551515,72.8426183760",Shree's
"https://www.google.com/maps/dir/?api=1&destination=19.0928002592,72.9122790322",Fork It
"https://www.google.com/maps/dir/?api=1&destination=19.1224448962,72.9158215597",Three Kingdom
"https://www.google.com/maps/dir/?api=1&destination=19.1870380481,72.8355467319",Bikaji Food Junxon
"https://www.google.com/maps/dir/?api=1&destination=19.0748475512,72.8270240128",A Vanilla Bean
"https://www.google.com/maps/dir/?api=1&destination=19.1428706046,72.8246016428",Dale's Eden Cake Shop
"https://www.google.com/maps/dir/?api=1&destination=19.0797167739,72.8801867366",Sahara Hotel
"https://www.google.com/maps/dir/?api=1&destination=19.0768710511,72.8784479946",Nawab Seekh Corner
"https://www.google.com/maps/dir/?api=1&destination=19.0667396284,72.8389110533",The Bombay Curry
"https://www.google.com/maps/dir/?api=1&destination=19.1301023000,72.8646570000",Eva's Pizza
"https://www.google.com/maps/dir/?api=1&destination=18.9617116015,72.8309051692",King's Shawarma
"https://www.google.com/maps/dir/?api=1&destination=19.1097949205,72.8272110969",Facing East
"https://www.google.com/maps/dir/?api=1&destination=19.2045600000,72.9772210000",Veggies
"https://www.google.com/maps/dir/?api=1&destination=19.2203822191,72.8410295025",Banana Leaf
"https://www.google.com/maps/dir/?api=1&destination=19.0736500000,72.9981500000",Navaratna Veg Restaurant
"https://www.google.com/maps/dir/?api=1&destination=19.2577812034,72.9702154174",Tandoor Tawa Aur Karahi
"https://www.google.com/maps/dir/?api=1&destination=18.9456588356,72.8341412544",Ustaadi
"https://www.google.com/maps/dir/?api=1&destination=18.9666012618,72.8136059269",Swati Snacks
"https://www.google.com/maps/dir/?api=1&destination=18.9244048741,72.8216193616",Status Veg Restaurant
"https://www.google.com/maps/dir/?api=1&destination=18.9927742479,72.8245329112",Gymkhana 91 Bar & Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.0703311851,72.8287845477",Candies
"https://www.google.com/maps/dir/?api=1&destination=19.4570776625,72.8037675843",The Post Office
"https://www.google.com/maps/dir/?api=1&destination=19.1114973952,72.8636103496",The Punjabi's Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.2046100000,73.1823900000",Snickerdoodle-Virgin Bar & Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.2760238250,72.8878595307",Dara's Dhaba
"https://www.google.com/maps/dir/?api=1&destination=19.3829398874,72.8279808909",Celebrity
"https://www.google.com/maps/dir/?api=1&destination=19.3720435954,72.8224971145",Kerala Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.1309535921,72.8139408678",Rodeo Pizza
"https://www.google.com/maps/dir/?api=1&destination=19.0846241922,72.8892733902",Naaz Hotel
"https://www.google.com/maps/dir/?api=1&destination=19.0654204915,72.8306460008",Farmer's Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.1306425340,72.8139046580",Persia Darbar
"https://www.google.com/maps/dir/?api=1&destination=19.0599950000,72.8341330000",Arbab
"https://www.google.com/maps/dir/?api=1&destination=19.1283870000,72.8252600000",Pishu's
"https://www.google.com/maps/dir/?api=1&destination=19.1870104994,72.8485128656",MM Mithaiwala
"https://www.google.com/maps/dir/?api=1&destination=19.2548820000,73.1394820000",Ming Yang
"https://www.google.com/maps/dir/?api=1&destination=19.0590740000,72.8340520000",Earth Cafe @ Waterfield
"https://www.google.com/maps/dir/?api=1&destination=19.0685145274,72.8401879594",Punjab Da Chulah
"https://www.google.com/maps/dir/?api=1&destination=19.0454745524,72.8642188758",Sion Lunch Home
"https://www.google.com/maps/dir/?api=1&destination=19.0619385230,72.8294936568",DANIEL PÂTISSIER
"https://www.google.com/maps/dir/?api=1&destination=19.1756169720,72.9436521605",Tea and Conversations
"https://www.google.com/maps/dir/?api=1&destination=19.0367687643,72.8423987702",Sneha Restaurant
"https://www.google.com/maps/dir/?api=1&destination=19.0636684253,73.0109930411",Ganache
"https://www.google.com/maps/dir/?api=1&destination=19.2843062208,72.8707597777",Canton House
"https://www.google.com/maps/dir/?api=1&destination=18.9581760921,72.8315673396",Cake Centre-The Dessert Maker
"https://www.google.com/maps/dir/?api=1&destination=19.0274241685,72.8548073396",Health Juice & Fast Food
"https://www.google.com/maps/dir/?api=1&destination=19.0619060000,72.8994350000",Saroj
"https://www.google.com/maps/dir/?api=1&destination=19.1036029476,72.8865003213",Urban Tadka
"https://www.google.com/maps/dir/?api=1&destination=19.1372516011,72.8269767389",August Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.2123251837,72.8731905296",The Cake Factory
"https://www.google.com/maps/dir/?api=1&destination=19.0609700993,72.8344647959",CinCin
"https://www.google.com/maps/dir/?api=1&destination=19.1154211937,72.8835280985",The Barn Grill
"https://www.google.com/maps/dir/?api=1&destination=19.2309188666,72.8521261364",Girgaon Katta
"https://www.google.com/maps/dir/?api=1&destination=19.0457046384,72.8952795267",Vig
"https://www.google.com/maps/dir/?api=1&destination=18.9642587072,72.8060340509",The Bakerie - The Shalimar Hotel
"https://www.google.com/maps/dir/?api=1&destination=19.0654734113,72.8308729827",Khane Khas
"https://www.google.com/maps/dir/?api=1&destination=19.2817796000,72.8580381000",J.J Jalebi
"https://www.google.com/maps/dir/?api=1&destination=19.0707348841,72.8228793293",Carter's Blue
"https://www.google.com/maps/dir/?api=1&destination=19.0601838848,72.8642698377",The Bombay Canteen
"https://www.google.com/maps/dir/?api=1&destination=19.0561164879,72.8350796923",Tossin Pizza
"https://www.google.com/maps/dir/?api=1&destination=19.0399381309,72.8413074464",Shahnaz
"https://www.google.com/maps/dir/?api=1&destination=19.2555051247,72.9851248115",TRP - Thane Republic Lounge
"https://www.google.com/maps/dir/?api=1&destination=19.3449105581,72.8125897050",Farmhouse Garden Family Restaurant & Bar
"https://www.google.com/maps/dir/?api=1&destination=19.0628828573,72.8292478994",Gondola
"https://www.google.com/maps/dir/?api=1&destination=19.1086205385,72.8404042125",Harish Lunch Home
"https://www.google.com/maps/dir/?api=1&destination=19.0696058553,72.9003763944",Toshin
"https://www.google.com/maps/dir/?api=1&destination=19.2281036095,72.8479204327",Deepak
"https://www.google.com/maps/dir/?api=1&destination=19.1876013707,72.9664425552",Suruchi Misal House
"https://www.google.com/maps/dir/?api=1&destination=19.0986434996,72.8453170136",Shabri Restaurant And Bar
"https://www.google.com/maps/dir/?api=1&destination=19.0619302838,72.8295194730",Papa Pancho Da Dhaba
"https://www.google.com/maps/dir/?api=1&destination=18.9282268478,72.8315562755",Khyber
"https://www.google.com/maps/dir/?api=1&destination=19.0219445164,72.8423109278",Trupti
"https://www.google.com/maps/dir/?api=1&destination=19.0686384271,72.8344825655",All Elements
"https://www.google.com/maps/dir/?api=1&destination=19.0424973000,73.0634876000",The Fabulous 49
"https://www.google.com/maps/dir/?api=1&destination=19.1178471481,72.8649544716",Something's Fishy - The International By Tunga
"https://www.google.com/maps/dir/?api=1&destination=19.0598742781,72.8238097206",Blue Tokai Coffee Roasters
"https://www.google.com/maps/dir/?api=1&destination=19.2277569620,72.8485490754",MexiChino
"https://www.google.com/maps/dir/?api=1&destination=19.1011458000,72.8273790000",Melting Pot
"https://www.google.com/maps/dir/?api=1&destination=19.0057086239,72.8308713064",Popular
"https://www.google.com/maps/dir/?api=1&destination=18.9766569407,72.8330868110",Graduate Vadapav
"https://www.google.com/maps/dir/?api=1&destination=19.0631465094,72.8249959275",The Bagel Shop
"https://www.google.com/maps/dir/?api=1&destination=19.0329601000,72.8538378000",Ayyappan Idli Stall
"https://www.google.com/maps/dir/?api=1&destination=18.9276147544,72.8323515505",Copper Chimney
"https://www.google.com/maps/dir/?api=1&destination=18.9307963473,72.8349003196",Jimmy Boy
"https://www.google.com/maps/dir/?api=1&destination=19.0542008000,72.9122915000",Cake Box
"https://www.google.com/maps/dir/?api=1&destination=18.9981600000,72.8281400000",Younion
"https://www.google.com/maps/dir/?api=1&destination=19.3863328308,72.8269921616",Rolls On Coals
"https://www.google.com/maps/dir/?api=1&destination=19.2764811000,72.8898481000",Hotel Sai Palace Garden
"https://www.google.com/maps/dir/?api=1&destination=19.1361331622,72.8270682693",Shabari
"https://www.google.com/maps/dir/?api=1&destination=19.1162657517,72.9093037918",PizzaExpress
"https://www.google.com/maps/dir/?api=1&destination=19.1314470000,72.8250310000",Whatta Waffle!
"https://www.google.com/maps/dir/?api=1&destination=18.9474010463,72.8334495798",Badshah
"https://www.google.com/maps/dir/?api=1&destination=19.2392355123,72.9699964821",The DanSing Bottle
"https://www.google.com/maps/dir/?api=1&destination=19.2104701955,72.8264627606",MOJO Pizza - 2X Toppings
"https://www.google.com/maps/dir/?api=1&destination=19.0240540000,72.8392810000",Ekadashi Upahargruha
"https://www.google.com/maps/dir/?api=1&destination=18.9943590412,72.8255501390",SpiceKlub
"https://www.google.com/maps/dir/?api=1&destination=19.2376720581,72.8560411558",Murlidhar Sweets And Farsan
"https://www.google.com/maps/dir/?api=1&destination=19.3808818848,72.8282605112",Gold Coin Family Deluxe Restaurant
"https://www.google.com/maps/dir/?api=1&destination=19.1624117811,72.8466748819",Sudama Snacks & Juices
"https://www.google.com/maps/dir/?api=1&destination=18.9767755190,72.8301461041",The Cake House
"https://www.google.com/maps/dir/?api=1&destination=19.0711804095,72.8387187794",Rare Earth - The Vegan Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.0256910357,72.8354833648",Terttulia
"https://www.google.com/maps/dir/?api=1&destination=19.1767791606,72.8366568312",Curry Culture
"https://www.google.com/maps/dir/?api=1&destination=19.0766568515,72.8662677482",Thotrin Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.0990816630,72.8444191441",Jeevan
"https://www.google.com/maps/dir/?api=1&destination=19.1735797972,72.9562038928",Bhau Vada Pav
"https://www.google.com/maps/dir/?api=1&destination=18.9343178485,72.8336383402",Mocambo Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.1077260000,72.8832760000",Chimichurri
"https://www.google.com/maps/dir/?api=1&destination=19.0138952368,72.8275688365",Home Deli
"https://www.google.com/maps/dir/?api=1&destination=19.3295109049,72.8047786652",Farmhouse Sea N Sand
"https://www.google.com/maps/dir/?api=1&destination=19.1315848926,72.8373119608",Courtyard Restaurant & Bar
"https://www.google.com/maps/dir/?api=1&destination=19.0592506264,72.8374041617",Vanilla Beans
"https://www.google.com/maps/dir/?api=1&destination=19.1328718765,72.8122852743",Jamjar Diner
"https://www.google.com/maps/dir/?api=1&destination=19.0125404445,72.8252316266",China Valley
"https://www.google.com/maps/dir/?api=1&destination=19.2211746360,72.9769846424",The Orange Mint
"https://www.google.com/maps/dir/?api=1&destination=19.1321401689,72.8346927837",Northern Tadka
"https://www.google.com/maps/dir/?api=1&destination=19.1956836815,72.8359202296",The Honky Tonk
"https://www.google.com/maps/dir/?api=1&destination=19.2908650000,72.8633820000",The Hakims Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.1422684872,72.8291332349",Cakers & Cakers
"https://www.google.com/maps/dir/?api=1&destination=19.2420648232,73.1443984061",Heritage
"https://www.google.com/maps/dir/?api=1&destination=18.9453626516,72.8269056603",Parsi Dairy Farm
"https://www.google.com/maps/dir/?api=1&destination=19.2100782359,72.8230922297",Rule 34
"https://www.google.com/maps/dir/?api=1&destination=19.1486563313,72.8315475583",BusaGo
"https://www.google.com/maps/dir/?api=1&destination=19.0748475512,72.8270240128",Sugar Rush
"https://www.google.com/maps/dir/?api=1&destination=19.1112150000,72.8880080000",Oh! Calcutta - Delivery And Takeaway
"https://www.google.com/maps/dir/?api=1&destination=19.1638274201,72.9390092567",Stone Oven
